text,id,label
二药轻扬升散，通行肌表内外，对疹毒欲透未透、病势向外者，能因势利导，相配则透达疹毒之功彰。,1141885,"[{'start': 15, 'end': 17, 'text': '疹毒', 'labels': ['主治']}, {'start': 39, 'end': 41, 'text': '疹毒', 'labels': ['主治']}]"
【证治机理】 本证系由寒邪直中三阴，阴寒内盛，真阳衰微欲脱所致。素体阳虚，寒邪直中三阴，太阴受寒则腹痛、吐泻，或吐涎沫；,1142507,"[{'start': 18, 'end': 22, 'text': '阴寒内盛', 'labels': ['主治']}, {'start': 25, 'end': 29, 'text': '衰微欲脱', 'labels': ['主治']}, {'start': 49, 'end': 51, 'text': '腹痛', 'labels': ['主治']}, {'start': 52, 'end': 54, 'text': '吐泻', 'labels': ['主治']}, {'start': 56, 'end': 59, 'text': '吐涎沫', 'labels': ['主治']}]"
【证治机理】本证由瘀热互结下焦所致。《伤寒论》本方治证为邪在太阳不解，循经入腑化热，与血相搏结于下焦之蓄血证。瘀热互结于下焦，故少腹急结；病在血分，膀胱气化如常，故小便自利；热在血分，故至夜发热；心主血脉而藏神，瘀热上扰，心神不宁，故烦躁谵语，甚则其人如狂。瘀热内结，正气未虚，故脉沉实而涩。若妇女瘀结少腹，血行不畅，则为痛经，甚或经闭不行。证属瘀热互结，治当因势利导，破血下瘀泻热以祛除下焦之蓄血。,1143171,"[{'start': 9, 'end': 15, 'text': '瘀热互结下焦', 'labels': ['主治']}, {'start': 51, 'end': 54, 'text': '蓄血证', 'labels': ['主治']}, {'start': 64, 'end': 68, 'text': '少腹急结', 'labels': ['主治']}, {'start': 82, 'end': 86, 'text': '小便自利', 'labels': ['主治']}, {'start': 93, 'end': 97, 'text': '至夜发热', 'labels': ['主治']}, {'start': 117, 'end': 121, 'text': '烦躁谵语', 'labels': ['主治']}, {'start': 140, 'end': 145, 'text': '脉沉实而涩', 'labels': ['主治']}, {'start': 154, 'end': 158, 'text': '血行不畅', 'labels': ['主治']}, {'start': 161, 'end': 163, 'text': '痛经', 'labels': ['主治']}, {'start': 166, 'end': 170, 'text': '经闭不行', 'labels': ['主治']}, {'start': 173, 'end': 177, 'text': '瘀热互结', 'labels': ['主治']}, {'start': 185, 'end': 189, 'text': '破血下瘀', 'labels': ['功用']}, {'start': 189, 'end': 191, 'text': '泻热', 'labels': ['功用']}, {'start': 192, 'end': 199, 'text': '祛除下焦之蓄血', 'labels': ['功用']}]"
火扰心神，则睡卧不宁，甚则谵语狂妄；燥热内结，故有便秘溲赤；舌红苔黄、脉滑数，均为里热炽盛之象。,1142212,"[{'start': 6, 'end': 10, 'text': '睡卧不宁', 'labels': ['主治']}, {'start': 13, 'end': 17, 'text': '谵语狂妄', 'labels': ['主治']}, {'start': 25, 'end': 29, 'text': '便秘溲赤', 'labels': ['主治']}, {'start': 30, 'end': 34, 'text': '舌红苔黄', 'labels': ['主治']}, {'start': 35, 'end': 38, 'text': '脉滑数', 'labels': ['主治']}, {'start': 41, 'end': 45, 'text': '里热炽盛', 'labels': ['主治']}]"
【医案举例】某，脉寸口搏大，按之则涩，形瘦气逆，上不纳食，下不通便。老年积劳内伤，阳结不行，致脘闭阴枯，腑乏津营，必二便交阻，病名关格，为难治。人参、枳实、川连、生干姜、半夏、茯苓。（《叶天士医学全书》）,1143097,"[{'start': 72, 'end': 74, 'text': '人参', 'labels': ['组成']}, {'start': 75, 'end': 77, 'text': '枳实', 'labels': ['组成']}, {'start': 78, 'end': 80, 'text': '川连', 'labels': ['组成']}, {'start': 81, 'end': 84, 'text': '生干姜', 'labels': ['组成']}, {'start': 85, 'end': 87, 'text': '半夏', 'labels': ['组成']}, {'start': 88, 'end': 90, 'text': '茯苓', 'labels': ['组成']}]"
实热燥屎结于肠胃，热盛而津液急剧耗伤。治当峻下热结，以救阴液，亦即“釜底抽薪”“急下存阴”之法。,1141996,"[{'start': 0, 'end': 4, 'text': '实热燥屎', 'labels': ['主治']}, {'start': 21, 'end': 25, 'text': '峻下热结', 'labels': ['主治']}]"
【证治机理】 本方主治少阴不足，阳明有余之证。阳明气火有余，胃热循经上攻，则见头痛牙痛；热伤胃经血络，则牙龈出血；,1142313,"[{'start': 11, 'end': 15, 'text': '少阴不足', 'labels': ['主治']}, {'start': 16, 'end': 20, 'text': '阳明有余', 'labels': ['主治']}, {'start': 39, 'end': 43, 'text': '头痛牙痛', 'labels': ['主治']}, {'start': 52, 'end': 56, 'text': '牙龈出血', 'labels': ['主治']}]"
【运用】 桑菊饮为治疗风热犯肺咳嗽之常用方。以咳嗽，发热不甚，微渴，脉浮数为辨证要点。,1141838,"[{'start': 4, 'end': 8, 'text': ' 桑菊饮', 'labels': ['方剂名']}, {'start': 9, 'end': 17, 'text': '治疗风热犯肺咳嗽', 'labels': ['功用']}, {'start': 11, 'end': 13, 'text': '风热', 'labels': ['主治']}, {'start': 15, 'end': 17, 'text': '咳嗽', 'labels': ['主治']}, {'start': 23, 'end': 25, 'text': '咳嗽', 'labels': ['主治']}, {'start': 26, 'end': 28, 'text': '发热', 'labels': ['主治']}, {'start': 31, 'end': 33, 'text': '微渴', 'labels': ['主治']}, {'start': 34, 'end': 37, 'text': '脉浮数', 'labels': ['主治']}]"
三味相配，清心开窍，凉血解毒，共为君药。黄连、黄芩、山栀苦寒清热，泻火解毒，以增牛黄、犀角清解热毒之力，共为臣药。冰片、郁金芳香辟秽，通窍开闭，以加强麝香开窍醒神之功；雄黄助牛黄以劫痰解毒；,1142993,"[{'start': 5, 'end': 9, 'text': '清心开窍', 'labels': ['功用']}, {'start': 10, 'end': 14, 'text': '凉血解毒', 'labels': ['功用']}, {'start': 20, 'end': 22, 'text': '黄连', 'labels': ['组成']}, {'start': 23, 'end': 25, 'text': '黄芩', 'labels': ['组成']}, {'start': 26, 'end': 28, 'text': '山栀', 'labels': ['组成']}, {'start': 33, 'end': 37, 'text': '泻火解毒', 'labels': ['功用']}, {'start': 40, 'end': 42, 'text': '牛黄', 'labels': ['组成']}, {'start': 43, 'end': 45, 'text': '犀角', 'labels': ['组成']}, {'start': 45, 'end': 49, 'text': '清解热毒', 'labels': ['功用']}, {'start': 77, 'end': 81, 'text': '开窍醒神', 'labels': ['功用']}, {'start': 84, 'end': 86, 'text': '雄黄', 'labels': ['组成']}, {'start': 87, 'end': 89, 'text': '牛黄', 'labels': ['组成']}, {'start': 90, 'end': 94, 'text': '劫痰解毒', 'labels': ['功用']}]"
【运用】天台乌药散为治疗寒凝肝脉所致疝痛之常用方。以少腹痛引睾丸，舌淡苔白，脉沉弦为辨证要点。,1143109,"[{'start': 4, 'end': 9, 'text': '天台乌药散', 'labels': ['方剂名']}, {'start': 6, 'end': 8, 'text': '乌药', 'labels': ['组成']}, {'start': 18, 'end': 20, 'text': '疝痛', 'labels': ['主治']}, {'start': 33, 'end': 37, 'text': '舌淡苔白', 'labels': ['主治']}, {'start': 27, 'end': 29, 'text': '腹痛', 'labels': ['主治']}, {'start': 38, 'end': 41, 'text': '脉沉弦', 'labels': ['主治']}]"
议辛甘化风，甘凉柔木。连翘三钱，细生地三钱，薄荷一钱，银花二钱，苦桔梗三钱，桑叶三钱，天冬一钱，茶菊花三钱，甘草二钱，麦冬三钱，鲜芦根三钱。二十八日，咳嗽减，食加，脉犹洪数，左大于右。,1141845,"[{'start': 11, 'end': 13, 'text': '连翘', 'labels': ['组成']}, {'start': 17, 'end': 19, 'text': '生地', 'labels': ['组成']}, {'start': 22, 'end': 24, 'text': '薄荷', 'labels': ['组成']}, {'start': 27, 'end': 29, 'text': '银花', 'labels': ['组成']}, {'start': 33, 'end': 35, 'text': '桔梗', 'labels': ['组成']}, {'start': 38, 'end': 40, 'text': '桑叶', 'labels': ['组成']}, {'start': 43, 'end': 45, 'text': '天冬', 'labels': ['组成']}, {'start': 48, 'end': 51, 'text': '茶菊花', 'labels': ['组成']}, {'start': 54, 'end': 56, 'text': '甘草', 'labels': ['组成']}, {'start': 59, 'end': 61, 'text': '麦冬', 'labels': ['组成']}, {'start': 65, 'end': 67, 'text': '芦根', 'labels': ['组成']}, {'start': 75, 'end': 77, 'text': '咳嗽', 'labels': ['主治']}, {'start': 82, 'end': 86, 'text': '脉犹洪数', 'labels': ['主治']}]"
君臣相配，苦咸寒与甘寒并用，清营热而养营阴，祛邪扶正兼顾。温邪初入营分，尚有外泄之机，故用银花、连翘清热解毒，轻清透泄，促使营分热邪向外从气分透泄而解，此即叶桂所云“入营犹可透热转气”；,1142183,"[{'start': 14, 'end': 17, 'text': '清营热', 'labels': ['功用']}, {'start': 18, 'end': 21, 'text': '养营阴', 'labels': ['功用']}, {'start': 22, 'end': 26, 'text': '祛邪扶正', 'labels': ['功用']}, {'start': 45, 'end': 47, 'text': '银花', 'labels': ['组成']}, {'start': 48, 'end': 50, 'text': '连翘', 'labels': ['组成']}, {'start': 50, 'end': 54, 'text': '清热解毒', 'labels': ['功用']}, {'start': 87, 'end': 91, 'text': '透热转气', 'labels': ['功用']}]"
寒凝气滞，阻滞胸腹，则心腹猝痛，甚则昏厥；阴寒内盛，而见苔白，脉迟。治以温通开窍为主，辅以行气止痛。,1143025,"[{'start': 11, 'end': 15, 'text': '心腹猝痛', 'labels': ['主治']}, {'start': 18, 'end': 20, 'text': '昏厥', 'labels': ['主治']}, {'start': 28, 'end': 30, 'text': '苔白', 'labels': ['主治']}, {'start': 31, 'end': 33, 'text': '脉迟', 'labels': ['主治']}, {'start': 36, 'end': 40, 'text': '温通开窍', 'labels': ['功用']}, {'start': 45, 'end': 49, 'text': '行气止痛', 'labels': ['功用']}]"
【运用】 济川煎为治疗肾虚便秘之常用方。以便秘，小便清长，腰膝酸冷，舌淡苔白，脉虚弱为辨证要点。原著载：“如气虚者，但加人参无碍；如有火，加黄芩；若肾虚，加熟地。”,1142101,"[{'start': 5, 'end': 8, 'text': '济川煎', 'labels': ['方剂名']}, {'start': 11, 'end': 15, 'text': '肾虚便秘', 'labels': ['主治']}, {'start': 21, 'end': 23, 'text': '便秘', 'labels': ['主治']}, {'start': 29, 'end': 33, 'text': '腰膝酸冷', 'labels': ['主治']}, {'start': 34, 'end': 38, 'text': '舌淡苔白', 'labels': ['主治']}, {'start': 39, 'end': 42, 'text': '脉虚弱', 'labels': ['主治']}, {'start': 54, 'end': 56, 'text': '气虚', 'labels': ['主治']}, {'start': 60, 'end': 62, 'text': '人参', 'labels': ['组成']}, {'start': 66, 'end': 68, 'text': '有火', 'labels': ['主治']}, {'start': 70, 'end': 72, 'text': '黄芩', 'labels': ['组成']}, {'start': 74, 'end': 76, 'text': '肾虚', 'labels': ['主治']}, {'start': 78, 'end': 80, 'text': '熟地', 'labels': ['组成']}]"
人参补气，使气旺而阴血自生，以宁心神；五味子酸收敛阴，以养心神；茯苓、远志养心安神，交通心肾；玄参滋阴降火，以制虚火上炎；丹参养心血而活血，可使诸药补而不滞；朱砂镇心安神，兼治其标，共为佐药。桔梗为舟楫，载药上行，以使药力上入心经，为使药。诸药相伍，共奏滋阴养血、补心安神之功。,1142944,"[{'start': 0, 'end': 2, 'text': '人参', 'labels': ['组成']}, {'start': 2, 'end': 4, 'text': '补气', 'labels': ['功用']}, {'start': 19, 'end': 22, 'text': '五味子', 'labels': ['组成']}, {'start': 28, 'end': 31, 'text': '养心神', 'labels': ['功用']}, {'start': 32, 'end': 34, 'text': '茯苓', 'labels': ['组成']}, {'start': 35, 'end': 37, 'text': '远志', 'labels': ['组成']}, {'start': 37, 'end': 41, 'text': '养心安神', 'labels': ['功用']}, {'start': 47, 'end': 49, 'text': '玄参', 'labels': ['组成']}, {'start': 49, 'end': 53, 'text': '滋阴降火', 'labels': ['功用']}, {'start': 42, 'end': 46, 'text': '交通心肾', 'labels': ['功用']}, {'start': 61, 'end': 63, 'text': '丹参', 'labels': ['组成']}, {'start': 63, 'end': 66, 'text': '养心血', 'labels': ['功用']}, {'start': 67, 'end': 69, 'text': '活血', 'labels': ['功用']}, {'start': 79, 'end': 81, 'text': '朱砂', 'labels': ['组成']}, {'start': 81, 'end': 85, 'text': '镇心安神', 'labels': ['功用']}, {'start': 96, 'end': 98, 'text': '桔梗', 'labels': ['组成']}, {'start': 127, 'end': 131, 'text': '滋阴养血', 'labels': ['功用']}, {'start': 132, 'end': 136, 'text': '补心安神', 'labels': ['功用']}]"
【运用】大青龙汤为治疗外感风寒，里兼郁热证之常用方。以恶寒发热，无汗，烦躁，脉浮紧为辨证要点。,1141712,"[{'start': 4, 'end': 8, 'text': '大青龙汤', 'labels': ['方剂名']}, {'start': 11, 'end': 15, 'text': '外感风寒', 'labels': ['主治']}, {'start': 16, 'end': 21, 'text': '里兼郁热证', 'labels': ['主治']}, {'start': 27, 'end': 31, 'text': '恶寒发热', 'labels': ['主治']}, {'start': 32, 'end': 34, 'text': '无汗', 'labels': ['主治']}, {'start': 35, 'end': 37, 'text': '烦躁', 'labels': ['主治']}, {'start': 38, 'end': 41, 'text': '脉浮紧', 'labels': ['主治']}]"
【运用】真人养脏汤为治泻痢日久，脾肾虚寒之常用方。以大便滑脱不禁，腹痛喜温喜按，食少神疲，舌淡苔白，脉迟细为辨证要点。原书注曰：“如脏腑滑泄夜起久不瘥者，可加炮附子三四片煎服。”可资临证参佐。,1142845,"[{'start': 4, 'end': 9, 'text': '真人养脏汤', 'labels': ['方剂名']}, {'start': 11, 'end': 13, 'text': '泻痢', 'labels': ['主治']}, {'start': 16, 'end': 20, 'text': '脾肾虚寒', 'labels': ['主治']}, {'start': 26, 'end': 32, 'text': '大便滑脱不禁', 'labels': ['主治']}, {'start': 33, 'end': 35, 'text': '腹痛', 'labels': ['主治']}, {'start': 40, 'end': 44, 'text': '食少神疲', 'labels': ['主治']}, {'start': 45, 'end': 49, 'text': '舌淡苔白', 'labels': ['主治']}, {'start': 50, 'end': 53, 'text': '脉迟细', 'labels': ['主治']}, {'start': 79, 'end': 82, 'text': '炮附子', 'labels': ['组成']}]"
【运用】越鞠丸为治疗气血痰火湿食“六郁”之代表方。以胸膈满闷，脘腹胀痛，饮食不消为辨证要点。本方示人以治郁大法，临床使用时可视何郁为重，以调整相应药物之用量。若气郁偏重，可重用香附；血郁偏重，可重用川芎；湿郁偏重，可重用苍术；食郁偏重，可重用神曲；火郁偏重，可重用栀子；痰郁偏重，宜酌加瓜蒌、半夏等以助化痰行滞。,1143050,"[{'start': 4, 'end': 7, 'text': '越鞠丸', 'labels': ['方剂名']}, {'start': 10, 'end': 17, 'text': '气血痰火湿食“', 'labels': ['主治']}, {'start': 26, 'end': 30, 'text': '胸膈满闷', 'labels': ['主治']}, {'start': 31, 'end': 35, 'text': '脘腹胀痛', 'labels': ['主治']}, {'start': 36, 'end': 40, 'text': '饮食不消', 'labels': ['主治']}, {'start': 88, 'end': 90, 'text': '香附', 'labels': ['组成']}, {'start': 99, 'end': 101, 'text': '川芎', 'labels': ['组成']}, {'start': 110, 'end': 112, 'text': '苍术', 'labels': ['组成']}, {'start': 121, 'end': 123, 'text': '神曲', 'labels': ['组成']}, {'start': 132, 'end': 134, 'text': '栀子', 'labels': ['组成']}, {'start': 143, 'end': 145, 'text': '瓜蒌', 'labels': ['组成']}, {'start': 146, 'end': 148, 'text': '半夏', 'labels': ['组成']}, {'start': 150, 'end': 155, 'text': '助化痰行滞', 'labels': ['功用']}]"
肝肾不足，筋骨不健，故腰膝酸软；肾失封藏，精关不固而梦遗滑精。治宜养肝补肾。,1142813,"[{'start': 0, 'end': 4, 'text': '肝肾不足', 'labels': ['主治']}, {'start': 5, 'end': 9, 'text': '筋骨不健', 'labels': ['主治']}, {'start': 11, 'end': 15, 'text': '腰膝酸软', 'labels': ['主治']}, {'start': 21, 'end': 25, 'text': '精关不固', 'labels': ['主治']}, {'start': 26, 'end': 30, 'text': '梦遗滑精', 'labels': ['主治']}, {'start': 33, 'end': 37, 'text': '养肝补肾', 'labels': ['功用']}]"
热耗少阴阴精，故见烦热干渴、舌红苔黄且干。此为火盛水亏相因为病，而以火盛为主。治宜清胃热为主，兼滋肾阴。,1142314,"[{'start': 9, 'end': 13, 'text': '烦热干渴', 'labels': ['主治']}, {'start': 14, 'end': 20, 'text': '舌红苔黄且干', 'labels': ['主治']}, {'start': 23, 'end': 27, 'text': '火盛水亏', 'labels': ['主治']}, {'start': 41, 'end': 44, 'text': '清胃热', 'labels': ['功用']}, {'start': 48, 'end': 51, 'text': '滋肾阴', 'labels': ['功用']}]"
冬桑叶三钱，生甘草七分，白前钱半，橘红一钱，光杏仁三钱，桔梗钱半，荆芥钱半，川贝钱半，枇杷叶三片（引，去毛）。四帖。,1141810,"[{'start': 0, 'end': 3, 'text': '冬桑叶', 'labels': ['组成']}, {'start': 7, 'end': 9, 'text': '甘草', 'labels': ['组成']}, {'start': 12, 'end': 14, 'text': '白前', 'labels': ['组成']}, {'start': 17, 'end': 19, 'text': '橘红', 'labels': ['组成']}, {'start': 23, 'end': 25, 'text': '杏仁', 'labels': ['组成']}, {'start': 28, 'end': 30, 'text': '桔梗', 'labels': ['组成']}, {'start': 33, 'end': 35, 'text': '荆芥', 'labels': ['组成']}, {'start': 38, 'end': 40, 'text': '川贝', 'labels': ['组成']}, {'start': 43, 'end': 45, 'text': '枇杷', 'labels': ['组成']}]"
【方解】地黄饮子中熟地黄、山茱萸滋补肾阴，填补肾精；肉苁蓉、巴戟天温养肾阳。四药相伍，阴阳并补，益肾填精，共为君药。,1142793,"[{'start': 4, 'end': 8, 'text': '地黄饮子', 'labels': ['方剂名']}, {'start': 9, 'end': 12, 'text': '熟地黄', 'labels': ['组成']}, {'start': 4, 'end': 6, 'text': '地黄', 'labels': ['组成']}, {'start': 13, 'end': 16, 'text': '山茱萸', 'labels': ['组成']}, {'start': 16, 'end': 20, 'text': '滋补肾阴', 'labels': ['功用']}, {'start': 21, 'end': 25, 'text': '填补肾精', 'labels': ['功用']}, {'start': 26, 'end': 29, 'text': '肉苁蓉', 'labels': ['组成']}, {'start': 30, 'end': 33, 'text': '巴戟天', 'labels': ['组成']}, {'start': 33, 'end': 37, 'text': '温养肾阳', 'labels': ['功用']}, {'start': 48, 'end': 52, 'text': '益肾填精', 'labels': ['功用']}]"
【证治机理】本证是由肝郁化火，横逆犯胃，肝胃不和所致。肝经自病，则胁肋胀痛；犯胃则胃失和降，故嘈杂吞酸、呕吐口苦；,1142283,"[{'start': 20, 'end': 24, 'text': '肝胃不和', 'labels': ['主治']}, {'start': 10, 'end': 14, 'text': '肝郁化火', 'labels': ['主治']}, {'start': 33, 'end': 37, 'text': '胁肋胀痛', 'labels': ['主治']}, {'start': 52, 'end': 56, 'text': '呕吐口苦', 'labels': ['主治']}]"
配伍升麻，意在升散解毒，兼用生地、丹皮 等凉血散瘀之品；功能清胃凉血，主治胃火炽盛之牙痛、牙宣等症。,1142321,"[{'start': 2, 'end': 4, 'text': '升麻', 'labels': ['组成']}, {'start': 7, 'end': 11, 'text': '升散解毒', 'labels': ['功用']}, {'start': 14, 'end': 16, 'text': '生地', 'labels': ['组成']}, {'start': 17, 'end': 20, 'text': '丹皮 ', 'labels': ['组成']}, {'start': 21, 'end': 25, 'text': '凉血散瘀', 'labels': ['功用']}, {'start': 30, 'end': 34, 'text': '清胃凉血', 'labels': ['功用']}, {'start': 37, 'end': 41, 'text': '胃火炽盛', 'labels': ['主治']}, {'start': 42, 'end': 44, 'text': '牙痛', 'labels': ['主治']}, {'start': 45, 'end': 47, 'text': '牙宣', 'labels': ['主治']}]"
【方解】四君子汤中人参甘温，能大补脾胃之气，故为君药。臣以白术健脾燥湿，与人参相须，益气补脾之力更强。脾喜燥恶湿，喜运恶滞，故又以茯苓健脾渗湿，合白术互增健脾祛湿之力，为佐助。炙甘草益气和中，既可加强人参、白术益气补中之功，又能调和诸药，故为佐使。 ,1142610,"[{'start': 4, 'end': 8, 'text': '四君子汤', 'labels': ['方剂名']}, {'start': 9, 'end': 11, 'text': '人参', 'labels': ['组成']}, {'start': 16, 'end': 21, 'text': '补脾胃之气', 'labels': ['功用']}, {'start': 29, 'end': 31, 'text': '白术', 'labels': ['组成']}, {'start': 31, 'end': 35, 'text': '健脾燥湿', 'labels': ['功用']}, {'start': 37, 'end': 39, 'text': '人参', 'labels': ['组成']}, {'start': 42, 'end': 46, 'text': '益气补脾', 'labels': ['功用']}, {'start': 65, 'end': 67, 'text': '茯苓', 'labels': ['组成']}, {'start': 67, 'end': 71, 'text': '健脾渗湿', 'labels': ['功用']}, {'start': 73, 'end': 75, 'text': '白术', 'labels': ['组成']}, {'start': 77, 'end': 81, 'text': '健脾祛湿', 'labels': ['功用']}, {'start': 88, 'end': 91, 'text': '炙甘草', 'labels': ['组成']}, {'start': 91, 'end': 95, 'text': '益气和中', 'labels': ['功用']}, {'start': 100, 'end': 102, 'text': '人参', 'labels': ['组成']}, {'start': 103, 'end': 105, 'text': '白术', 'labels': ['组成']}, {'start': 105, 'end': 109, 'text': '益气补中', 'labels': ['功用']}]"
伊一服即愈，因思不能戒酒，不若将此方多服，竟服至二十余剂，后竟永不复发。,1142325,
脉沉者，不可与也；不渴者，不可与也；汗不出者，不可与也。常须识此，勿令误也。”（《温病条辨》）,1142157,"[{'start': 0, 'end': 3, 'text': '脉沉者', 'labels': ['主治']}, {'start': 9, 'end': 11, 'text': '不渴', 'labels': ['主治']}, {'start': 18, 'end': 21, 'text': '汗不出', 'labels': ['主治']}]"
【运用】左金丸为治疗肝火犯胃，肝胃不和证之常用方。以呕吐酸，胁痛口苦，舌红苔黄，脉弦数为辨证要点。,1142289,"[{'start': 4, 'end': 7, 'text': '左金丸', 'labels': ['方剂名']}, {'start': 10, 'end': 14, 'text': '肝火犯胃', 'labels': ['主治']}, {'start': 15, 'end': 19, 'text': '肝胃不和', 'labels': ['主治']}, {'start': 26, 'end': 29, 'text': '呕吐酸', 'labels': ['主治']}, {'start': 30, 'end': 34, 'text': '胁痛口苦', 'labels': ['主治']}, {'start': 35, 'end': 39, 'text': '舌红苔黄', 'labels': ['主治']}, {'start': 40, 'end': 43, 'text': '脉弦数', 'labels': ['主治']}]"
其中葛根配白芷、石膏，清透阳明之邪热；柴胡配黄芩，透解少阳之邪热；,1141872,"[{'start': 2, 'end': 4, 'text': '葛根', 'labels': ['组成']}, {'start': 5, 'end': 7, 'text': '白芷', 'labels': ['组成']}, {'start': 8, 'end': 10, 'text': '石膏', 'labels': ['组成']}, {'start': 19, 'end': 21, 'text': '柴胡', 'labels': ['组成']}, {'start': 22, 'end': 24, 'text': '黄芩', 'labels': ['组成']}, {'start': 11, 'end': 18, 'text': '清透阳明之邪热', 'labels': ['功用']}, {'start': 25, 'end': 32, 'text': '透解少阳之邪热', 'labels': ['功用']}]"
【运用】交泰丸为治心肾不交，心火上亢之神志不安证之代表方。以心悸怔忡、失眠、脉细数为辨证要点。,1142982,"[{'start': 4, 'end': 7, 'text': '交泰丸', 'labels': ['方剂名']}, {'start': 9, 'end': 13, 'text': '心肾不交', 'labels': ['主治']}, {'start': 14, 'end': 18, 'text': '心火上亢', 'labels': ['主治']}, {'start': 19, 'end': 23, 'text': '神志不安', 'labels': ['主治']}, {'start': 30, 'end': 34, 'text': '心悸怔忡', 'labels': ['主治']}, {'start': 35, 'end': 37, 'text': '失眠', 'labels': ['主治']}, {'start': 38, 'end': 41, 'text': '脉细数', 'labels': ['主治']}]"
饮溢肌肤，则浮肿身重；舌苔白滑，脉浮，为外寒内饮之征。法当解表散寒，温肺化饮。,1141778,"[{'start': 6, 'end': 10, 'text': '浮肿身重', 'labels': ['主治']}, {'start': 11, 'end': 15, 'text': '舌苔白滑', 'labels': ['主治']}, {'start': 16, 'end': 18, 'text': '脉浮', 'labels': ['主治']}, {'start': 20, 'end': 24, 'text': '外寒内饮', 'labels': ['主治']}, {'start': 29, 'end': 33, 'text': '解表散寒', 'labels': ['功用']}, {'start': 34, 'end': 38, 'text': '温肺化饮', 'labels': ['功用']}]"
【鉴别】 龙胆泻肝汤、泻青丸、当归龙荟丸同属泻肝胆实火之剂。龙胆泻肝汤佐木通、泽泻、车前子等渗利之品，泻肝火并能清利湿热，用治肝火上炎及湿热下注证；,1142279,"[{'start': 5, 'end': 10, 'text': '龙胆泻肝汤', 'labels': ['方剂名']}, {'start': 5, 'end': 7, 'text': '龙胆', 'labels': ['组成']}, {'start': 11, 'end': 14, 'text': '泻青丸', 'labels': ['方剂名']}, {'start': 15, 'end': 17, 'text': '当归', 'labels': ['组成']}, {'start': 15, 'end': 20, 'text': '当归龙荟丸', 'labels': ['方剂名']}, {'start': 22, 'end': 27, 'text': '泻肝胆实火', 'labels': ['功用']}, {'start': 22, 'end': 29, 'text': '泻肝胆实火之剂', 'labels': ['运用']}, {'start': 30, 'end': 32, 'text': '龙胆', 'labels': ['组成']}, {'start': 30, 'end': 35, 'text': '龙胆泻肝汤', 'labels': ['方剂名']}, {'start': 36, 'end': 38, 'text': '木通', 'labels': ['组成']}, {'start': 39, 'end': 41, 'text': '泽泻', 'labels': ['组成']}, {'start': 42, 'end': 45, 'text': '车前子', 'labels': ['组成']}, {'start': 51, 'end': 54, 'text': '泻肝火', 'labels': ['功用']}, {'start': 56, 'end': 60, 'text': '清利湿热', 'labels': ['功用']}, {'start': 62, 'end': 67, 'text': '治肝火上炎', 'labels': ['功用']}, {'start': 63, 'end': 67, 'text': '肝火上炎', 'labels': ['主治']}, {'start': 68, 'end': 73, 'text': '湿热下注证', 'labels': ['主治']}]"
【医案举例】 正红旗护军活隆武者，乃太仆寺员外郎华公胞侄也，系予世好。丙午夏，出疹本轻，尊人畏予用药过峻，惧不敢邀，及至舌卷囊缩，方邀予治。,1142249,
【配伍特点】辛甘酸甘合化以调和阴阳；重用甘温质润以抑木缓急。,1142456,"[{'start': 13, 'end': 17, 'text': '调和阴阳', 'labels': ['功用']}]"
风温之邪居卫，恐惟用辛凉难开其表，遂入辛而微温之荆芥穗、淡豆豉协君药开皮毛以解表散邪，俱为臣药。,1141817,"[{'start': 24, 'end': 26, 'text': '荆芥', 'labels': ['组成']}, {'start': 29, 'end': 31, 'text': '豆豉', 'labels': ['组成']}, {'start': 38, 'end': 42, 'text': '解表散邪', 'labels': ['功用']}]"
【医案举例】金少游治黄渟之室，庚午秋，娩身后，腰胯痛，痛久，脊膂突出一骨，一二寸许，腹下季胁发一肿如拳大，每抽掣亦痛，遍身如刀剐，不能行，不能转侧，每欲舒展，则妇女八人舁之。三吴医者莫不就诊，无效。辛未秋，延少游，诊其脉无他，兼以饮食不废，谓之曰：奇经八脉俱受病矣，幸十二正经无恙，中气不虚可疗。渟问其故，答曰：盖脊梁突，督脉也。季胁痈肿，腹与胃痛，卫任也。两足筋急不能屈伸，阳阴也。,1142809,"[{'start': 23, 'end': 26, 'text': '腰胯痛', 'labels': ['主治']}, {'start': 170, 'end': 174, 'text': '腹与胃痛', 'labels': ['主治']}, {'start': 166, 'end': 169, 'text': '胁痈肿', 'labels': ['主治']}]"
